,id,original_language,original_title,popularity
3229,25472,en,Merry Madagascar,22.14
3230,643550,en,Nocturne,23.882
3231,526051,en,Look Away,24.899
3232,275,en,Fargo,20.884
3233,13417,en,Kronk's New Groove,24.285
3234,65650,en,The Good Doctor,28.136
3235,62215,en,Melancholia,21.086
3236,6637,en,National Treasure: Book of Secrets,22.835
3237,277834,en,Moana,26.148
3238,240483,en,Robot Overlords,24.636
3239,9477,en,King Arthur,24.531
3240,2899,fr,Astérix & Obélix Mission Cléopâtre,22.63
3241,271706,zh,大鱼海棠,35.237
3242,429471,en,Captive State,26.594
3243,181886,en,Enemy,27.181
3244,434203,en,Newness,23.387
3245,65754,en,The Girl with the Dragon Tattoo,26.828
3246,472035,es,Alanis,28.065
3247,409582,en,7 Guardians of the Tomb,20.135
3248,623034,en,The Haunted,21.655
3249,38778,en,Dinner for Schmucks,20.873
3250,571,en,The Birds,25.821
3251,10216,en,Species II,25.62
3252,695727,ja,One Punch Man,24.967
3253,424632,en,Until Forever,23.046
3254,382517,en,Open Season: Scared Silly,23.123
3255,2268,en,The Golden Compass,24.067
3256,2649,en,The Game,22.765
3257,537996,en,The Ballad of Buster Scruggs,23.579
3258,416234,en,Winchester,24.325
3259,3021,en,1408,27.065
3260,157386,en,The Spectacular Now,24.318
3261,10402,en,Deuce Bigalow: Male Gigolo,25.913
3262,1491,en,The Illusionist,21.864
3263,1607,en,A Bronx Tale,20.56
3264,57157,en,Young Adult,21.611
3265,464502,en,Acrimony,27.87
3266,10060,en,Get Rich or Die Tryin',20.807
3267,1894,en,Star Wars: Episode II - Attack of the Clones,27.794
3268,14624,en,The Ultimate Gift,20.106
3269,63710,en,Honey 2,20.356
3270,615801,en,Porno Girls,25.442
3271,10810,es,Rosario Tijeras,29.233
3272,14635,en,The Rookie,27.101
3273,408355,zh,Dragon Nest Movie 2: Throne of Elves,26.607
3274,532671,en,The Prodigy,21.866
3275,441701,es,Verónica,25.859
3276,537116,en,"tick, tick...BOOM!",35.904
3277,575446,es,Nuevo orden,26.74
3278,75629,ja,ヱヴァンゲリヲン新劇場版:Q,25.1
3279,1593,en,Night at the Museum,22.698
3280,398173,en,The House That Jack Built,23.01
3281,595503,en,Super Monsters Furever Friends,25.631
3282,591,en,The Da Vinci Code,28.092
3283,664031,it,Sul più bello,15.386
3284,203739,en,Vampire Academy,24.593
3285,524653,en,Sex School: Dorms of Desire,23.88
3286,393209,en,Avatar 5,21.346
3287,2486,en,Eragon,23.789
3288,361931,en,Ronaldo,21.093
3289,299963,ja,ドラゴンボール Ｚ あつまれ！ 悟空ワールド,29.634
3290,16790,en,Bingo,21.553
3291,545481,es,El fantasma de mi novia,21.724
3292,37707,en,Splice,24.081
3293,16320,en,Serenity,21.03
3294,251519,en,Son of Batman,23.583
3295,375848,en,The Simpsons 20th Anniversary Special - In 3D! On Ice!,32.248
3296,10950,en,I Am Sam,22.024
3297,385317,en,Hot Bot,24.53
3298,829729,en,Potter's Ground,26.185
3299,346687,en,The Water Man,29.113
3300,9268,en,Eraser,24.27
3301,60599,en,Arbitrage,16.323
3302,750253,en,My Son,23.854
3303,498248,fr,Mia et le lion blanc,21.83
3304,82682,en,Gangster Squad,23.568
3305,451644,en,Dragonheart: Battle for the Heartfire,25.774
3306,338189,fr,Juste la fin du monde,22.572
3307,619918,no,Elleville Elfrid,22.901
3308,340837,en,A Cure for Wellness,27.323
3309,396371,en,Molly's Game,
3310,9569,en,Hard to Kill,15.253
3311,420814,en,Christopher Robin,23.077
3312,1597,en,Meet the Parents,27.163
3313,699102,en,A Week Away,31.393
3314,752886,ko,강릉,35.564
3315,84199,en,The First Time,19.814
3316,7840,en,"10,000 BC",25.511
3317,3093,en,Basic Instinct 2,25.759
3318,9476,en,A Knight's Tale,24.758
3319,378385,en,Jarhead 3: The Siege,20.813
3320,446021,en,Bad Times at the El Royale,25.171
3321,91417,en,Dragons: Gift of the Night Fury,22.309
3322,19404,hi,दिलवाले दुल्हनिया ले जायेंगे,24.654
3323,1903,en,Vanilla Sky,20.705
3324,186351,en,Venom,20.984
3325,10796,en,The One,25.455
3326,644,en,A.I. Artificial Intelligence,26.053
3327,555974,en,Brahms: The Boy II,22.78
3328,279,en,Amadeus,21.547
3329,1584,en,School of Rock,19.698
3330,1587,en,What's Eating Gilbert Grape,35.428
3331,211954,es,No se Aceptan Devoluciones,19.551
3332,1904,en,Memoirs of a Geisha,28.397
3333,3049,en,Ace Ventura: Pet Detective,26.144
3334,367326,en,Cosmic Scrat-tastrophe,18.811
3335,399057,en,The Killing of a Sacred Deer,23.754
3336,79,zh,英雄,19.993
3337,438551,ja,ピーチガール,28.411
3338,84575,en,Tooth Fairy 2,23.295
3339,5336,it,Salò o le 120 giornate di Sodoma,25.241
3340,298312,en,The Visit,23.746
3341,153,en,Lost in Translation,25.39
3342,163394,ja,映画ドラえもん のび太のねじ巻き都市冒険記,23.46
3343,11565,en,Big Momma's House 2,22.94
3344,266294,en,Sisters,23.794
3345,11596,en,New Nightmare,31.936
3346,97370,en,Under the Skin,22.99
3347,552178,en,Dark Waters,23.96
3348,611914,en,The Courier,26.059
3349,9355,en,Mad Max Beyond Thunderdome,19.684
3350,4513,en,30 Days of Night,25.635
3351,664,en,Twister,22.434
3352,446791,en,All the Money in the World,26.445
3353,387426,en,Okja,24.492
3354,428292,ja,劇場版 トリニティセブン -悠久図書館と錬金術少女-,28.21
3355,708336,en,Return of the Tooth Fairy,20.813
3356,105444,ja,映画ドラえもん のび太の南海大冒険,18.819
3357,11298,en,The Howling,19.778
3358,322,en,Mystic River,20.679
3359,446807,en,The Girl in the Spider's Web,20.043
3360,36955,en,True Lies,27.225
3361,227306,en,Unbroken,23.479
3362,384682,en,Office Christmas Party,22.282
3363,397422,en,Rough Night,24.482
3364,41498,ja,ワンピース フィルム ストロングワールド,26.524
3365,313369,en,La La Land,25.383
3366,3594,en,The Number 23,23.722
3367,536115,ja,GODZILLA -星を喰う者-,27.284
3368,503,en,Poseidon,23.968
3369,10474,en,The Basketball Diaries,20.015
3370,1273,en,TMNT,20.215
3371,403605,id,Headshot,19.271
3372,309425,en,Do You Believe?,26.017
3373,331588,en,The Great Gilly Hopkins,22.517
3374,615017,en,47 Hours to Live,23.168
3375,441130,en,Wolfwalkers,24.505
3376,359940,en,"Three Billboards Outside Ebbing, Missouri",25.718
3377,14,en,American Beauty,25.907
3378,523638,en,Prisoners of the Ghostland,35.057
3379,8393,en,The Gods Must Be Crazy,22.006
3380,2005,en,Sister Act,21.454
3381,336004,en,Heist,24.011
3382,1992,en,Planet Terror,24.456
3383,525661,en,Bombshell,28.126
3384,259695,en,Live by Night,25.757
3385,686,en,Contact,22.748
3386,508138,en,Burn,21.517
3387,357390,ja,亜人　第１部「衝動」,23.192
3388,955,en,Mission: Impossible II,24.644
3389,2405,en,Joseph,25.993
3390,10159,en,The Rundown,22.494
3391,865,en,The Running Man,24.242
3392,4824,en,The Jackal,19.693
3393,519337,en,Tempus Tormentum,23.375
3394,517096,ru,Вратарь Галактики,23.284
3395,413658,en,The Warriors Gate,19.25
3396,12184,en,The Other Boleyn Girl,22.391
3397,9312,en,Mortal Kombat,25.739
3398,218329,en,Breakout,26.543
3399,890445,en,Tales From Cascadia,24.222
3400,888910,en,Camp Confidential: America's Secret Nazis,34.887
3401,88,en,Dirty Dancing,23.937
3402,507076,fr,Climax,19.002
3403,487670,en,The Death of Superman,26.202
3404,382602,ja,貞子vs伽椰子,21.994
3405,649524,en,Behind the Trees,20.5
3406,425001,en,The War with Grandpa,20.525
3407,219247,en,Zombie Night,22.007
3408,431530,en,A Bad Moms Christmas,25.143
3409,203834,en,Jessabelle,20.986
3410,7512,en,Idiocracy,20.68
3411,829726,es,La Bruja,19.549
3412,333669,en,Bastille Day,20.732
3413,4141,en,Shoot 'Em Up,22.975
3414,246403,en,Tusk,22.128
3415,440597,en,Wish Upon,22.981
3416,370567,en,Sherlock Gnomes,19.433
3417,86825,en,Stoker,20.724
3418,9798,en,Enemy of the State,26.671
3419,9604,en,Red Heat,23.469
3420,258893,en,Scooby-Doo! WrestleMania Mystery,23.474
3421,10637,en,Remember the Titans,22.319
3422,10131,en,A Nightmare on Elm Street 4: The Dream Master,25.918
3423,479718,ko,범죄도시,22.729
3424,8916,en,Antz,27.319
3425,19898,en,Pandorum,24.568
3426,271954,tr,Su ve Ateş,28.329
3427,548473,en,Color Out of Space,21.386
3428,9257,en,S.W.A.T.,27.215
3429,522924,en,The Art of Racing in the Rain,25.235
3430,285783,en,The Walk,22.471
3431,699204,ja,Shippū! Konoha Gakuen Den!,27.055
3432,188161,en,A Million Ways to Die in the West,30.166
3433,527280,ja,あの頃、君を追いかけた,17.896
3434,393624,en,Official Secrets,20.482
3435,36593,en,Naked Gun 33⅓: The Final Insult,24.709
3436,470114,en,24 Hours To Live,23.469
3437,788,en,Mrs. Doubtfire,27.107
3438,2666,en,Dark City,26.95
3439,22859,en,G.I. Joe: Valor vs. Venom,23.38
3440,257447,en,Tapped Out,18.989
3441,115,en,The Big Lebowski,25.595
3442,533715,ru,Большое путешествие,23.313
3443,449132,ja,君の膵臓をたべたい,23.184
3444,652837,ja,ジョゼと虎と魚たち,21
3445,1878,en,Fear and Loathing in Las Vegas,23.341
3446,740985,en,Borat Subsequent Moviefilm,26.738
3447,466622,en,The Rhythm Section,22.318
3448,203833,en,The Book Thief,23.193
3449,855420,en,Rick et Morty vs Genocider,20.787
3450,43949,en,Flipped,25.939
3451,13597,en,Labyrinth,19.185
3452,9482,en,Judge Dredd,26.935
3453,554585,es,Sin origen,20.302
3454,86834,en,Noah,28.588
3455,9336,en,Police Academy,27.182
3456,564082,en,30 Miles from Nowhere,24.248
3457,39020,es,La venganza del sexo,19.822
3458,6023,en,P.S. I Love You,26.183
3459,783658,lv,Duna,17.974
3460,8367,en,Robin Hood: Prince of Thieves,24.327
3461,645488,en,Aquaman: Heroines of Atlantis,22.645
3462,471666,en,Resident Evil: Keeper's Diary,19.858
3463,460321,en,Close,19.886
3464,9390,en,Jerry Maguire,19.869
3465,594767,en,Shazam! Fury of the Gods,22.952
3466,16237,en,Teen Titans: Trouble in Tokyo,23.919
3467,244478,ja,Another Gantz,17.189
3468,1977,en,The Grudge 3,22.669
3469,509,en,Notting Hill,22.267
3470,462650,en,Puss in Book: Trapped in an Epic Tale,21.426
3471,11228,en,Daylight,16.167
3472,615453,zh,哪吒之魔童降世,27.186
3473,199373,en,The Frozen Ground,22.419
3474,425505,en,Kin,21.679
3475,266647,en,Pan,26.669
3476,9070,en,Mighty Morphin Power Rangers: The Movie,22.159
3477,24100,en,The Little Vampire,23.41
3478,10147,en,Bad Santa,21.259
3479,255798,en,Burying the Ex,19.413
3480,609197,ja,劇場版NARUTO －ナルト－ そよ風伝 ナルトと魔神と3つのお願いだってばよ！！,20.68
3481,529149,en,Darlin',24.403
3482,11451,en,Herbie Fully Loaded,26.155
3483,384737,en,Precious Cargo,24.909
3484,138038,en,Girl vs. Monster,21.155
3485,41283,en,Faster,23.653
3486,874104,en,A StoryBots Space Adventure,24.669
3487,504608,en,Rocketman,29.367
3488,615643,en,Minari,26.165
3489,459992,en,Long Shot,26.965
3490,355111,en,Barbie in Rock 'N Royals,22.903
3491,8487,en,Wild Wild West,25.345
3492,19959,en,Surrogates,20.597
3493,19585,en,G-Force,23.846
3494,11459,en,Sky High,27.244
3495,401146,ja,四月は君の嘘,20.757
3496,1891,en,The Empire Strikes Back,23.967
3497,2334,fr,Taxi 3,21.389
3498,473309,en,Apostasy,23.128
3499,221731,ja,るろうに剣心 京都大火編,21.642
3500,289,en,Casablanca,22.587
3501,27573,en,The Bounty Hunter,20.138
3502,93127,es,Cristiano de la Secreta,19.637
3503,487672,en,Reign of the Supermen,24.851
3504,407375,en,Sniper: Ghost Shooter,26.392
3505,9994,en,The Great Mouse Detective,19.884
3506,12122,en,Village of the Damned,24.082
3507,446354,en,The Post,33.897
3508,1493,en,Miss Congeniality,20.331
3509,642208,en,Supernova,24.395
3510,524708,es,Blindsided: The Game,18.843
3511,50300,en,"Ed, Edd n Eddy's Big Picture Show",21.161
3512,1969,en,Bandidas,21.38
3513,106747,en,Machete Kills,22.132
3514,671295,en,Blue Miracle,22.489
3515,71618,en,After Sex,21.268
3516,37136,en,The Naked Gun: From the Files of Police Squad!,21.876
3517,282813,en,The Pyramid,20.731
3518,46198,en,My Girlfriend's Boyfriend,29.858
3519,9399,en,Lionheart,24.874
3520,13486,en,The Scorpion King 2: Rise of a Warrior,20.576
3521,427900,en,Home Again,24.834
3522,214030,en,Fading Gigolo,17.127
3523,35690,en,The Last Song,19.324
3524,9362,en,Tremors,23.87
3525,6278,en,Reign of Fire,20.371
3526,360605,en,Invisible Sister,20.126
3527,14620,en,The Butterfly Effect 2,20.121
3528,419831,en,I Kill Giants,22.381
3529,303858,en,Money Monster,23.876
3530,9593,en,Last Action Hero,25.817
3531,794960,en,Blood Moon,20.158
3532,9947,en,Elektra,18.369
3533,160588,en,Blue Jasmine,21.821
3534,5689,en,The Blue Lagoon,22.366
3535,255692,en,Ice Soldiers,24.6
3536,176241,en,Prison Break: The Final Break,26.117
3537,360365,es,Tini: El gran cambio de Violetta,23.62
3538,11130,en,The Princess Diaries 2: Royal Engagement,23.364
3539,10719,en,Elf,21.011
3540,117,en,The Untouchables,22.859
3541,891129,en,"¡Dolores, guapa!",16.01
3542,54540,en,Beverly Hills Chihuahua 2,21.611
3543,1895,en,Star Wars: Episode III - Revenge of the Sith,32.032
3544,455980,en,Tag,31.02
3545,16000,en,Ben 10: Race Against Time,27.357
3546,347754,en,Curve,21.861
3547,634,en,Bridget Jones's Diary,21.504
3548,662712,en,Flag Day,24.541
3549,68817,en,Footloose,16.606
3550,97,en,Tron,21.802
3551,2310,en,Beowulf,19.354
3552,433627,en,7 Days in Entebbe,19.365
3553,2157,en,Lost in Space,21.852
3554,225745,ja,劇場版 STEINS;GATE 負荷領域のデジャヴ,22.605
3555,60308,en,Moneyball,19.804
3556,560527,ko,내안의 그놈,23.746
3557,11299,ja,カウボーイビバップ 天国の扉,21.8
3558,8068,en,Desperado,23.349
3559,522417,en,The Scorpion King: Book of Souls,24.814
3560,615774,en,Scooby-Doo! Return to Zombie Island,24.371
3561,425972,en,Cargo,20.259
3562,518068,ko,신과함께-인과 연,17.612
3563,15403,en,Ben 10: Secret of the Omnitrix,22.849
3564,157547,en,Oculus,24.151
3565,416144,en,Hotel Mumbai,23.314
3566,1687,en,Escape from the Planet of the Apes,22.595
3567,326285,en,American Pastoral,20.851
3568,8843,en,The Cell,20.593
3569,11637,en,Are We There Yet?,20.593
3570,547912,ja,魔法少女リリカルなのは Detonation,23.786
3571,815762,es,El sexo me da risa 8,22.87
3572,9992,en,Arthur et les Minimoys,29.042
3573,77950,en,Turbo,26.043
3574,94329,id,Serbuan maut,25.79
3575,390054,en,Sand Castle,23.593
3576,351962,ja,変態病棟　白衣責め,22.703
3577,21481,en,Twitches,20.284
3578,396557,en,Kids in Love,22.13
3579,7551,en,Déjà Vu,19.033
3580,336000,en,The Glass Castle,23.342
3581,9366,en,Donnie Brasco,19.282
3582,83666,en,Moonrise Kingdom,20.384
3583,59965,en,Abduction,24.334
3584,421313,en,Eliminators,16.588
3585,306819,en,The Danish Girl,20.084
3586,50388,ja,いばらの王 -King of Thorn-,20.831
3587,82695,en,Les Misérables,26.632
3588,34016,en,She's Out of My League,23.681
3589,1018,en,Mulholland Drive,19.527
3590,214758,es,"Sexo fácil, películas tristes",21.02
3591,647,ja,Final Fantasy VII: Advent Children,22.577
3592,150202,en,The Haunting in Connecticut 2: Ghosts of Georgia,22.829
3593,11321,en,Seven Pounds,22.878
3594,137321,en,Winter's Tale,21.579
3595,14609,en,Ultimate Avengers: The Movie,20.825
3596,427564,en,Scooby-Doo! Shaggy's Showdown,19.331
3597,392536,en,Lego Scooby-Doo!: Haunted Hollywood,21.328
3598,699249,ja,ナルト サ・クロスローズ,24.244
3599,202575,en,The House of Magic,21.825
3600,235,en,Stand by Me,21.77
3601,501907,en,A Beautiful Day in the Neighborhood,21.342
3602,862648,pt,Sábado no mato,23.807
3603,33871,en,"Merry Christmas, Drake & Josh",19.82
3604,9655,en,She's the Man,26.469
3605,8536,en,Superman II,20.517
3606,15575,ja,劇場版 BLEACH MEMORIES OF NOBODY,25.069
3607,11531,en,Book of Shadows: Blair Witch 2,22.066
3608,239,en,Some Like It Hot,21.563
3609,199,en,Star Trek: First Contact,25.313
3610,770,en,Gone with the Wind,26.312
3611,340442,en,Pilgrimage,18.319
3612,18501,en,Gamer,23.061
3613,525460,en,Welcome Home,25.574
3614,434757,en,Barbie Video Game Hero,22.565
3615,421658,en,Final Score,23.719
3616,50348,en,The Lincoln Lawyer,19.957
3617,140823,en,Saving Mr. Banks,20.057
3618,170687,en,The Boxtrolls,23.808
3619,184346,en,Deliver Us from Evil,21.307
3620,412519,en,Honey 3: Dare to Dance,21.06
3621,422641,en,Fantastic Beasts 4,23.798
3622,9064,en,Hellbound: Hellraiser II,21.798
3623,663459,en,Jungle Beat: The Movie,24.283
3624,433808,en,The Ritual,23.857
3625,319,en,True Romance,20.796
3626,49049,en,Dredd,22.55
3627,372343,en,The Snowman,21.257
3628,203474,fr,Le journal intime d'une nymphomane,19.036
3629,7461,en,Vantage Point,20.597
3630,11011,en,Ri¢hie Ri¢h,22.544
3631,1391,es,Y tu mamá también,19.795
3632,36669,en,Die Another Day,33.075
3633,68734,en,Argo,22.047
3634,402529,en,All Eyez on Me,22.25
3635,8838,en,Mercury Rising,21.741
3636,77499,en,Barbie: A Perfect Christmas,24.794
3637,877690,en,Debbie Macomber's A Mrs. Miracle Christmas,15.971
3638,502425,en,Escape from Pretoria,23.265
3639,693134,en,Dune: Part Two,20.313
3640,14636,en,The Condemned,22.036
3641,226857,en,Endless Love,21.538
3642,759902,en,Hunter Hunter,14.129
3643,443297,en,Moontrap: Target Earth,27.731
3644,2270,en,Stardust,18.783
3645,457136,en,Mary Queen of Scots,18.547
3646,526019,en,Like a Boss,22.508
3647,168530,en,Ride Along,19.984
3648,889651,en,Yuujou: The Friendship Experiment,14.117
3649,45269,en,The King's Speech,18.682
3650,13335,en,Harold & Kumar Escape from Guantanamo Bay,19.781
3651,732721,en,Combat Wombat,21.705
3652,625450,en,Tall Girl,32.931
3653,6950,en,Outbreak,24.278
3654,456154,fr,Croc-Blanc,23.29
3655,642684,fr,Opération Portugal,23.491
3656,90,en,Beverly Hills Cop,24.127
3657,923,en,Dawn of the Dead,20.727
3658,401773,en,If It Bleeds We Can Kill It: The Making of 'Predator',17.717
3659,778870,en,"Strip Down, Rise Up",22.052
3660,475210,en,How It Ends,19.039
3661,9669,ja,リング 2,18.776
3662,2280,en,Big,18.775
3663,100241,en,"I, Frankenstein",19.279
3664,454,en,Romeo + Juliet,25.425
3665,414,en,Batman Forever,21.724
3666,71668,en,Piranha 3DD,20.776
3667,857732,en,Untold: Crimes & Penalties,21.237
3668,776527,en,"Summer of Soul (...or, When the Revolution Could Not Be Televised)",26.495
3669,9073,en,Free Willy 2: The Adventure Home,22.021
3670,31867,en,Repo Men,27.024
3671,95610,en,Bridget Jones's Baby,21.28
3672,11665,en,Get Smart,23.723
3673,402331,en,Hard Target 2,19.529
3674,520466,en,Lake Placid: Legacy,23.534
3675,5825,en,National Lampoon's Christmas Vacation,26.27
3676,562446,en,Stuntman,23.625
3677,9874,en,Cobra,21.77
3678,333622,ja,劇場版 境界の彼方 -I'll Be Here- 未来篇,20.484
3679,559519,ja,えいがのおそ松さん,26.185
3680,13190,en,Dead Space: Downfall,23.718
3681,4643,en,The Guardian,20.518
3682,410554,en,First Kill,21.527
3683,10991,ja,劇場版ポケットモンスター 結晶塔の帝王 エンテイ,24.216
3684,2493,en,The Princess Bride,23.565
3685,450001,cn,葉問外傳：張天志,19.68
3686,347031,en,Swiss Army Man,14.522
3687,8328,en,Step Up 2: The Streets,24.766
3688,16052,en,Selena,25.264
3689,40264,en,Vampires Suck,22.766
3690,654299,es,Como caído del cielo,19.538
3691,527261,en,The Silence,25.028
3692,76333,es,Extraterrestre,19.462
3693,9659,en,Mad Max,24.158
3694,677115,ko,비뇨기과 여의사들 2,17.936
3695,9208,en,Broken Arrow,17.958
3696,5966,en,Along Came Polly,23.458
3697,288036,en,Sleeping with Other People,21.214
3698,288158,en,The Woman in Black 2: Angel of Death,20.263
3699,11774,en,Lemony Snicket's A Series of Unfortunate Events,23.958
3700,26466,en,Triangle,17.257
3701,397722,en,Thoroughbreds,19.517
3702,60405,en,Sharpay's Fabulous Adventure,21.755
3703,746422,it,L'ultimo paradiso,21.119
3704,292011,en,Richard Jewell,22.228
3705,67900,en,Scooby-Doo! Legend of the Phantosaur,21.505
3706,1640,en,Crash,22.002
3707,400579,en,Tully,18.513
3708,261023,en,Black Mass,22.256
3709,745078,pl,Prime Time,21.493
3710,83899,en,You're Next,22.752
3711,8413,en,Event Horizon,21.249
3712,656690,en,The Social Dilemma,21.689
3713,10802,en,Showgirls,20.995
3714,316152,en,Free State of Jones,22.253
3715,10189,en,Pineapple Express,20.947
3716,9457,en,Deep Rising,27.494
3717,824,en,Moulin Rouge!,23.194
3718,1581,en,The Holiday,25.094
3719,109410,en,42,18.495
3720,11551,en,Small Soldiers,20.991
3721,59961,en,Safe House,18.493
3722,51170,en,Open Season 3,20.992
3723,401898,no,Thelma,28.999
3724,418879,en,The Current War,21.949
3725,718789,en,Lightyear,25.325
3726,633604,nl,Yummy,23.012
3727,829,en,Chinatown,23.235
3728,1251,en,Letters from Iwo Jima,19.985
3729,7340,en,Carrie,28.633
3730,50456,en,Hanna,22.436
3731,450806,en,All Saints,25.564
3732,8689,it,Cannibal Holocaust,21.182
3733,888372,it,Carla - il film,15.634
3734,9272,en,The Good Son,19.731
3735,494471,ja,劇場版 のんのんびより ばけーしょん,20.105
3736,802443,en,Deadly Illusions,19.508
3737,460885,en,Mandy,19.745
3738,174751,en,Jane Got a Gun,19.736
3739,629,en,The Usual Suspects,20.878
3740,298,en,Ocean's Thirteen,19.179
3741,146223,en,Closed Circuit,21.732
3742,881460,en,Planet Dune,21.305
3743,657123,es,El Coco 2,20.188
3744,16325,en,Echelon Conspiracy,20.43
3745,84348,en,V/H/S,19.231
3746,14611,en,Ultimate Avengers 2,22.728
3747,339397,en,Café Society,19.184
3748,16780,en,Texas Chainsaw Massacre: The Next Generation,22.226
3749,13154,en,Showdown in Little Tokyo,18.726
3750,109491,en,Beautiful Creatures,20.729
3751,402298,en,Denial,19.233
3752,225832,en,Birthday Sex,24.898
3753,594530,en,Lamp Life,23.252
3754,316322,en,Barbie in Princess Power,20.729
3755,458423,en,Mamma Mia! Here We Go Again,22.536
3756,49022,en,Something Borrowed,20.974
3757,567,en,Rear Window,26.172
3758,454652,en,Colette,19.736
3759,213,en,North by Northwest,22.171
3760,9408,en,Surf's Up,23.971
3761,23048,en,Hot Tub Time Machine,18.471
3762,22954,en,Invictus,15.471
3763,32916,en,Scooby-Doo! Abracadabra-Doo,23.22
3764,258099,en,Just Before I Go,
3765,220820,en,Blood of Redemption,22.8
3766,19824,en,Van Wilder: Freshman Year,16.218
3767,3176,ja,バトル・ロワイアル,18.966
3768,452832,en,Serenity,25.981
3769,13377,en,How the Grinch Stole Christmas!,19.965
3770,51311,de,Rad der Zeit,17.275
3771,682,en,The Man with the Golden Gun,25.463
3772,242224,en,The Babadook,24.016
3773,535292,en,21 Bridges,24.934
3774,10160,en,A Nightmare on Elm Street: The Dream Child,20.559
3775,9350,en,Cliffhanger,23.155
3776,221732,ja,るろうに剣心　伝説の最期編,19.21
3777,371638,en,The Disaster Artist,18.814
3778,8697,cn,我是誰,26.604
3779,490,sv,Det sjunde inseglet,21.104
3780,492336,en,Deep Blue Sea 2,28.316
3781,10228,ja,劇場版ポケットモンスター ミュウツーの逆襲,21.453
3782,9486,en,Johnny English,20.153
3783,695958,hi,द गर्ल ऑन द ट्रेन,21.644
3784,573560,en,The Car: Road to Revenge,20.838
3785,756999,en,The Black Phone,18.695
3786,542224,en,Gretel & Hansel,22.828
3787,2085,en,Romeo Must Die,23.45
3788,3536,en,U-571,17.95
3789,9341,en,The Core,22.95
3790,401917,ja,黒崎くんの言いなりになんてならない,23.846
3791,9800,en,Philadelphia,23.698
3792,437311,es,Órbita 9,18.707
3793,11636,cn,新警察故事,21.198
3794,1266,en,Street Kings,20.697
3795,9387,en,Conan the Barbarian,23.194
3796,426613,en,The Miseducation of Cameron Post,23.957
3797,497984,en,捉妖记2,17.444
3798,583406,en,Judas and the Black Messiah,22.66
3799,339380,en,On the Basis of Sex,20.456
3800,486947,da,Den skyldige,16.653
3801,10489,en,Cujo,22.438
3802,448776,en,A Prayer Before Dawn,21.201
3803,70868,en,I Don't Know How She Does It,20.941
3804,673900,es,Sexo contra sexo,18.776
3805,592279,ru,Калашников,23.714
3806,580,en,Jaws: The Revenge,19.434
3807,426,en,Vertigo,22.835
3808,9600,en,Big Momma's House,22.083
3809,10294,en,Vacancy,22.683
3810,828871,hi,मीनाक्षी सुंदरेश्‍वर,15.568
3811,77016,en,End of Watch,22.634
3812,649394,en,Worth,20.548
3813,8470,en,John Q,20.63
3814,690369,en,LEGO DC: Shazam! Magic and Monsters,25.96
3815,454992,en,The Spy Who Dumped Me,23.842
3816,11134,cn,警察故事 III：超級警察,18.928
3817,9255,en,Hot Shots! Part Deux,20.178
3818,18269,en,Lady and the Tramp II: Scamp's Adventure,22.678
3819,486131,en,Shaft,19.647
3820,21484,fr,Possession,19.726
3821,966,en,The Magnificent Seven,22.177
3822,2140,en,Kiss of the Dragon,25.376
3823,465086,en,The Grudge,24.1
3824,109421,en,Side Effects,20.177
3825,454458,en,UglyDolls,24.191
3826,77877,en,The Lucky One,22.425
3827,438640,ja,きょうのキラ君,28.92
3828,109443,en,Anchorman 2: The Legend Continues,20.175
3829,126172,en,Leprechaun: Origins,22.175
3830,531428,fr,Portrait de la jeune fille en feu,22.793
3831,395458,en,Suburbicon,22.178
3832,353074,en,Run the Tide,17.936
3833,15859,ko,내 머리 속의 지우개,20.168
3834,540871,es,Leal,22.808
3835,14873,en,The Jungle Book 2,19.664
3836,420426,ja,Bleach,22.427
3837,200,en,Star Trek: Insurrection,20.662
3838,704706,en,Lamb,19.927
3839,5653,en,Luther,22.661
3840,517116,en,Haunt,18.933
3841,673595,en,Maggie Simpson in Playdate with Destiny,18.439
3842,573336,en,Red Venom Kills,18.985
3843,46441,en,Mirrors 2,19.662
3844,840,en,Close Encounters of the Third Kind,20.659
3845,322240,en,Nine Lives,20.416
3846,10771,en,The Tuxedo,19.159
3847,487083,en,Paradise Hills,24.928
3848,505948,en,I Am Mother,21.126
3849,44729,ja,ワンピース the movie オマツリ男爵と秘密の島,23.658
3850,75736,en,Catch.44,21.91
3851,2335,fr,Taxi 4,21.907
3852,10199,en,The Tale of Despereaux,23.157
3853,270774,en,Skiptrace,26.162
3854,15472,sv,Män som hatar kvinnor,17.356
3855,152,en,Star Trek: The Motion Picture,21.902
3856,777270,en,Belfast,31.73
3857,462,en,Erin Brockovich,21.45
3858,877,en,Scarface,21.349
3859,522212,en,Just Mercy,20.574
3860,8967,en,The Tree of Life,17.851
3861,13056,en,Punisher: War Zone,19.4
3862,429189,en,Wonder Wheel,17.159
3863,860051,en,Premium Pornography,13.586
3864,721625,en,Songbird,18.95
3865,265419,en,Maradona '86,17.929
3866,309886,en,Blood Father,21.602
3867,4226,en,Shriek If You Know What I Did Last Friday the Thirteenth,20.894
3868,685332,en,007 in Rio,28.071
3869,484886,en,Singularity,19.403
3870,710,en,GoldenEye,31.643
3871,348678,sv,En man som heter Ove,16.147
3872,24420,en,The Time Traveler's Wife,21.893
3873,15657,en,Tarzan II,22.889
